"update_time","timestamp","date","symbol","price","change","change_percent","volume","time","diff"
"02:32:12","2025-11-22T02:32:12.000000000","22-11-2025","GOOGL","299.28","-0.38000488","-0.12681201","0","1763758933844","1"
"02:32:17","2025-11-22T02:32:17.000000000","22-11-2025","GOOGL","299.47","-0.19000244","-0.063406006","0","1763758938844","1"
"02:32:21","2025-11-22T02:32:21.000000000","22-11-2025","GOOGL","299.28","-0.38000488","-0.12681201","0","1763758942844","1"
"02:32:27","2025-11-22T02:32:27.000000000","22-11-2025","GOOGL","299.66","0.0","0.0","0","1763758948844","1"
"02:32:29","2025-11-22T02:32:29.000000000","22-11-2025","GOOGL","299.47","-0.19000244","-0.063406006","0","1763758950844","1"
"02:32:31","2025-11-22T02:32:31.000000000","22-11-2025","GOOGL","299.47","-0.19000244","-0.063406006","0","1763758951844","1"
"02:32:36","2025-11-22T02:32:36.000000000","22-11-2025","GOOGL","299.42","-0.23999023","-0.08008751","0","1763758957844","1"
"02:32:37","2025-11-22T02:32:37.000000000","22-11-2025","GOOGL","299.36","-0.3000183","-0.10011957","0","1763758959844","1"
"02:32:43","2025-11-22T02:32:43.000000000","22-11-2025","GOOGL","299.44","-0.22000122","-0.07341695","0","1763758963844","1"
"02:32:44","2025-11-22T02:32:44.000000000","22-11-2025","GOOGL","299.44","-0.22000122","-0.07341695","0","1763758964844","1"
"02:32:47","2025-11-22T02:32:47.000000000","22-11-2025","GOOGL","299.44","-0.22000122","-0.07341695","0","1763758968844","1"
"02:32:48","2025-11-22T02:32:48.000000000","22-11-2025","GOOGL","299.43","-0.23001099","-0.07675732","0","1763758969844","1"
"02:32:49","2025-11-22T02:32:49.000000000","22-11-2025","GOOGL","299.37","-0.29000854","-0.0967792","0","1763758970844","1"
"02:32:50","2025-11-22T02:32:50.000000000","22-11-2025","GOOGL","299.3","-0.36001587","-0.12014145","0","1763758971844","1"
"02:32:53","2025-11-22T02:32:53.000000000","22-11-2025","GOOGL","299.44","-0.22000122","-0.07341695","0","1763758973844","1"
"02:32:55","2025-11-22T02:32:55.000000000","22-11-2025","GOOGL","299.44","-0.22000122","-0.07341695","0","1763758976844","1"
"02:32:55","2025-11-22T02:32:55.000000000","22-11-2025","GOOGL","299.4385","-0.22149658","-0.073915966","0","1763758977844","1"
"02:32:57","2025-11-22T02:32:57.000000000","22-11-2025","GOOGL","299.44","-0.22000122","-0.07341695","0","1763758978844","1"
"02:32:59","2025-11-22T02:32:59.000000000","22-11-2025","GOOGL","299.44","-0.22000122","-0.07341695","0","1763758979844","1"
